Key,Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Optical,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,,Type,PubYr,Auth,Title,PubTitle,,,DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,SeqSim,Sequence similarity,,,,Nonstructural,Computational,Sequence,Two,Population,Residue,Several,Vector,Both,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,Sequence,"Sequence of residues (AA. DNA, etc.)",,,,Nonstructural,Experiment,Sequence,One,One,Amino acid,Several,Vector,Both,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,TokenComp,Word k-mer composition,,,,Nonstructural,Both,Sequence,One,One,Amino acid,Several,Vector,Global,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,AAGroupComp,Composition of an amino acid sequence based on groups of Aas based on their physical properties,,,,Nonstructural,Both,Sequence,One,One,Amino acid,Several,Vector,Local,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,ConjTriad,Conjoint triad,,,,Nonstructural,Computational,Sequence,One,One,Amino acid,Several,Vector,Local,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,pAAcomp,Pseudo amino acid compositions,,,,Nonstructural,Computational,Sequence,One,One,Amino acid,Several,Vector,Global,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6N94MS7W,Feature,Motif,Amino acid sequence motif,,,,Nonstructural,Computational,Protein,One,One,Amino acid,Several,Tensor,Local,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYX9USUW,Feature,relSASA,Relative solvent accessible surface area,,,,Structural,Computational,Protein,One,One,Amino acid,One,Vector,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MYX9USUW,journalArticle,2022,"Pucci, Fabrizio; Schwersensky, Martin; Rooman, Marianne",Artificial intelligence challenges for predicting the impact of mutations on protein stability,Current opinion in structural biology,,,,,,2022,2023-01-21 22:28:52,2023-01-21 22:28:52,,161–168,,,72,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,/home/northja/Zotero/storage/6JYPQXJP/S0959440X21001445.html
MYX9USUW,Feature,DelDelW,Change in folding free energy,,,,Structural,Computational,Protein,One,Population,Protein,One,Scalar,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYX9USUW,Feature,DelVolM,Change in volume of the residue upon folding,,,,Structural,Computational,Protein,One,One,Amino acid,One,Scalar,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYX9USUW,Feature,DelHyd,Change in residue hydrophobicity,,,,Nonstructural,Both,Protein,One,One,Amino acid,One,Scalar,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYX9USUW,Feature,SeqAlign,Sequence alignment,,,,Nonstructural,Computational,Protein,Two,Population,Amino acid,Several,Matrix,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYX9USUW,Feature,SubMatrix,Substitution matrix,,,,Nonstructural,Computational,Protein,Two,Population,Amino acid,Several,Matrix,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYX9USUW,Feature,AtomDistancePattern,Atomic distance pattern,,,,Structural,Computational,Both,Two,Population,Atom,Several,Matrix,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T4ZN2XRM,Feature,RowAttention,Row attention for MSA,,,,Nonstructural,Computational,Protein,Two,Population,Amino acid,Several,Matrix,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T4ZN2XRM,journalArticle,2022,"Hong, Yiyu; Lee, Juyong; Ko, Junsu",A-Prot: protein structure modeling using MSA transformer,BMC bioinformatics,,,,,,2022,2023-01-21 22:28:52,2023-01-21 22:28:52,,1–11,,1,23,,,A-Prot,,,,,,,,,,,,Google Scholar,,Publisher: BioMed Central,,/home/northja/Zotero/storage/ZA7HB5PY/s12859-022-04628-8.html
T4ZN2XRM,Feature,MSAfeat,MSA features,,,,Nonstructural,Computational,Protein,Two,Population,Amino acid,Several,Tensor,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP5F6QPM,Feature,ProtAngle,"Protein angles alpha, beta, gamma",,,,Structural,Computational,Protein,One,One,Atom,Several,Tensor,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SP5F6QPM,journalArticle,2022,"Gao, Zhangyang; Tan, Cheng; Li, Stan",AlphaDesign: A graph protein design method and benchmark on AlphaFoldDB,arXiv preprint arXiv:2202.01079,,,,,,2022,2023-01-21 22:28:52,2023-01-21 22:28:52,,,,,,,,AlphaDesign,,,,,,,,,,,,Google Scholar,,,,/home/northja/Zotero/storage/GJG64YT7/Gao et al. - 2022 - AlphaDesign A graph protein design method and ben.pdf; /home/northja/Zotero/storage/V3E4MG9V/2202.html
5UBYIA33,Feature,DCT,Discrete cosine transform,,,,Nonstructural,Computational,Protein,One,Population,Amino acid,Several,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5UBYIA33,journalArticle,2022,"Li, Shiwei; Wu, Sanan; Wang, Lin; Li, Fenglei; Jiang, Hualiang; Bai, Fang",Recent advances in predicting protein–protein interactions with the aid of artificial intelligence algorithms,Current Opinion in Structural Biology,,,,,,2022,2023-01-21 22:28:52,2023-01-21 22:28:52,,102344,,,73,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,/home/northja/Zotero/storage/5CLWWPZX/S0959440X22000173.html
5UBYIA33,Feature,MLD,Multiscale local descriptor,,,,Nonstructural,Computational,Protein,One,One,Amino acid,Several,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UBYIA33,Feature,AutoCov,Autocovariance,,,,Nonstructural,Computational,Protein,One,One,Amino acid,Several,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UBYIA33,Feature,LPP,Locality-preserving projection,,,,Nonstructural,Computational,Protein,One,One,Amino acid,Several,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UBYIA33,Feature,DWT,Discrete wavelet transform,,,,Nonstructural,Computational,Protein,One,One,Amino acid,Several,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UBYIA33,Feature,HSP,High-scoring segment pair,,,,Nonstructural,Computational,Protein,One,One,Amino acid,Several,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8QWGM8J8,Feature,pfcHap,Potentially functional coding haplotype,,,,Nonstructural,Computational,Gene,One,One,Protein,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8QWGM8J8,journalArticle,2022,"Lim, Ashley JW; Lim, Lee Jin; Ooi, Brandon NS; Koh, Ee Tzun; Tan, Justina Wei Lynn; Chong, Samuel S.; Khor, Chiea Chuen; Tucker-Kellogg, Lisa; Leong, Khai Pang; Lee, Caroline G.",Functional coding haplotypes and machine-learning feature elimination identifies predictors of Methotrexate Response in Rheumatoid Arthritis patients,EBioMedicine,,,,,,2022,2023-01-21 22:31:10,2023-01-21 22:31:10,,103800,,,75,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,/home/northja/Zotero/storage/RVYXXBTT/S2352396421005946.html
AQ8L2WPC,Feature,ConsS,"Conservation entropy, derived from PSSM",,,,Nonstructural,Computational,Sequence,Sample,Sample,Residue,Several,Vector,Both,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,1,,,,,,,,AQ8L2WPC,journalArticle,2022,"Wei, Junkang; Chen, Siyuan; Zong, Licheng; Gao, Xin; Li, Yu",Protein–RNA interaction prediction with deep learning: structure matters,Briefings in bioinformatics,,,,,,2022,2023-01-21 22:31:53,2023-01-21 22:31:53,,bbab540,,1,23,,,Protein–RNA interaction prediction with deep learning,,,,,,,,,,,,Google Scholar,,Publisher: Oxford University Press,,/home/northja/Zotero/storage/L8SPJSMV/6470965.html; /home/northja/Zotero/storage/RTL4BUME/6470965.html
BJ85FX3B,Feature,MassSpec,Mass spectrometry,,,,Nonstructural,Experiment,Molecule,One,Sample,Atom,Several,Vector,Both,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,,,0,0,1,,,,,,,,BJ85FX3B,journalArticle,2022,"Biehn, Sarah E.; Lindert, Steffen",Protein structure prediction with mass spectrometry data,Annual review of physical chemistry,,,,,,2022,2023-01-21 22:31:53,2023-01-21 22:31:53,,1–19,,,73,,,,,,,,,,,,,,,Google Scholar,,Publisher: Annual Reviews,,/home/northja/Zotero/storage/BT3Q26S2/annurev-physchem-082720-123928.html; /home/northja/Zotero/storage/MFSFDQPG/annurev-physchem-082720-123928.html
4CBS558F,Feature,ScanNetEmbed,ScanNet amino acid embedding,,,,Structural,Computational,Sequence,One,One,Amino acid,Several,Vector,Both,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,,0,0,1,,,,,,,,4CBS558F,journalArticle,2022,"Tubiana, Jérôme; Schneidman-Duhovny, Dina; Wolfson, Haim J.",ScanNet: An interpretable geometric deep learning model for structure-based protein binding site prediction,Nature Methods,,,,,,2022,2023-01-21 22:31:53,2023-01-21 22:31:53,,1–10,,,,,,ScanNet,,,,,,,,,,,,Google Scholar,,Publisher: Nature Publishing Group,,/home/northja/Zotero/storage/IMU4UELJ/s41592-022-01490-7.html
6AD48P5N,Feature,aFEL,Approximate free energy landscape,,,,Nonstructural,Computational,Molecule,One,Sample,Atom,Several,Tensor,Global,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,,0,0,1,,,,,,,,6AD48P5N,journalArticle,2022,"Cao, Yipeng; Yang, Rui; Wang, Wei; Jiang, Shengpeng; Yang, Chengwen; Liu, Ningbo; Dai, Hongji; Lee, Imshik; Meng, Xiangfei; Yuan, Zhiyong","Probing the formation, structure and free energy relationships of M protein dimers of SARS-CoV-2",Computational and Structural Biotechnology Journal,,,,,,2022,2023-01-21 22:31:53,2023-01-21 22:31:53,,573–582,,,20,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,/home/northja/Zotero/storage/4KZXBVE8/S2001037022000149.html
3HJHJ28L,Feature,LWN,Layer-wise neighborhood,,,,Structural,Computational,Molecule,One,Several,Atom,Several,Graph,Both,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,,,0,0,1,,,,,,,,3HJHJ28L,journalArticle,2022,"Stafford, Kate A.; Anderson, Brandon M.; Sorenson, Jon; van den Bedem, Henry",AtomNet PoseRanker: Enriching Ligand Pose Quality for Dynamic Proteins in Virtual High-Throughput Screens,Journal of chemical information and modeling,,,,,,2022,2023-01-21 22:33:09,2023-01-21 22:33:09,,1178–1189,,5,62,,,AtomNet PoseRanker,,,,,,,,,,,,Google Scholar,,Publisher: ACS Publications,,/home/northja/Zotero/storage/5QICXBML/acs.jcim.html; /home/northja/Zotero/storage/3YFH3NZ8/acs.jcim.html
7SQPS9P7,Feature,RS,Reactive site,,,,Structural,Computational,Molecule,One,Several,Atom,Several,Graph,Local,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,0,0,1,,,,,,,,7SQPS9P7,journalArticle,2022,"Pooventhiran, T.; Gangadharappa, Bhavya S.; Ali, Ola A. Abu; Thomas, Renjith; Saleh, Dalia I.",Study of the structural features and solvent effects using ab initio molecular dynamics and energy decomposition analysis of atogepant in water and ammonia,Journal of Molecular Liquids,,,,,,2022,2023-01-21 22:33:09,2023-01-21 22:33:09,,118672,,,352,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,/home/northja/Zotero/storage/HVBY7FYV/S0167732222002094.html
7SQPS9P7,Feature,OrbOcc,Orbital occupancy in atomic and bonding orbitals,,,,Nonstructural,Computational,Molecule,One,One,Electron,Several,Vector,Local,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7SQPS9P7,Feature,Deloc,Delocalization of electrons,,,,Structural,Both,Molecule,One,One,Electron,Several,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6HSDBQI4,Feature,UniRep,A learned representation summarizing sequences into fixed-length vectors using an RNN,,,,Nonstructural,Computational,Protein,One,One,Protein,One,Vector,Global,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,journalArticle,2022,"Jang, Woo Dae; Kim, Gi Bae; Kim, Yeji; Lee, Sang Yup",Applications of artificial intelligence to enzyme and pathway design for metabolic engineering,Current Opinion in Biotechnology,,0958-1669,10.1016/j.copbio.2021.07.024,https://www.sciencedirect.com/science/article/pii/S0958166921001361,"Metabolic engineering for developing industrial strains capable of overproducing bioproducts requires good understanding of cellular metabolism, including metabolic reactions and enzymes. However, metabolic pathways and enzymes involved are still unknown for many products of interest, which presents a key challenge in their biological production. This challenge can be partly overcome by constructing novel biosynthetic pathways through enzyme and pathway design approaches. With the increase in bio-big data, data-driven approaches using artificial intelligence (AI) techniques are allowing more advanced protein and pathway design. In this paper, we review recent studies on AI-aided protein engineering and design, focusing on directed evolution that uses AI approaches to efficiently construct mutant libraries. Also, recent works of AI-aided pathway design strategies, including template-based and template-free approaches, are discussed.",2022-02-01,2021-11-09 20:28:56,2021-11-09 20:28:56,2021-11-09 20:28:56,101-107,,,73,,Current Opinion in Biotechnology,,,,,,,,en,,,,,ScienceDirect,,,,/home/northja/Zotero/storage/K5JBKCQL/S0958166921001361.html
6HSDBQI4,Feature,Aaindex,A database of numerical indices representing various physicochemical and biochemical properties of amino acids and pairs,,,,Nonstructural,Computational,Protein,One,One,Amino acid,One,Matrix,Local,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6HSDBQI4,Feature,ReactFeat,Reaction feature: a graph of atoms involved in the rection,,,,Structural,Computational,Molecule,One,Several,Atom,Several,Graph,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6HSDBQI4,Feature,ReactRule,Reaction rules,,,,Nonstructural,Computational,Molecule,One,Several,Atom,Several,Graph,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L96MI2KU,Feature,MainChainTrace,Trace of the main chain of a protein through an empirical density map,,,,Structural,Computational,Protein,One,Several,Atom,Several,Tensor,Both,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,journalArticle,2022,"Chojnowski, Grzegorz; Simpkin, Adam J.; Leonardo, Diego A.; Seifert-Davila, Wolfram; Vivas-Ruiz, Dan E.; Keegan, Ronan M.; Rigden, Daniel J.",<i>findMySequence</i> : a neural-network-based approach for identification of unknown proteins in X-ray crystallography and cryo-EM,IUCrJ,,2052-2525,10.1107/S2052252521011088,https://scripts.iucr.org/cgi-bin/paper?S2052252521011088,"Although experimental protein-structure determination usually targets known proteins, chains of unknown sequence are often encountered. They can be purified from natural sources, appear as an unexpected fragment of a well characterized protein or appear as a contaminant. Regardless of the source of the problem, the unknown protein always requires characterization. Here, an automated pipeline is presented for the identification of protein sequences from cryo-EM reconstructions and crystallographic data. The method's application to characterize the crystal structure of an unknown protein purified from a snake venom is presented. It is also shown that the approach can be successfully applied to the identification of protein sequences and validation of sequence assignments in cryo-EM protein structures.",2022-01-01,2021-12-21 04:37:59,2021-12-26 04:32:06,2021-12-21 04:37:59,,,1,9,,IUCrJ,<i>findMySequence</i>,,,,,,,en,,,,,DOI.org (Crossref),,,,/home/northja/Zotero/storage/B9PW3KG3/Chojnowski et al. - 2022 - findMySequence  a neural-network-based app.pdf; /home/northja/Zotero/storage/TUT9ITYX/Chojnowski et al. - 2022 - findMySequence  a neural-network-based app.pdf; /home/northja/Zotero/storage/2GS6SY5H/Chojnowski et al. - 2022 - findMySequence  a neural-network-based app.pdf
